Accountability score,Charity name,Charity url,City,Organization type
100,Haiti Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13412,Hopkins,Development and Relief Services 
100,Engineering Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7629,Colorado Springs,Development and Relief Services 
100,Esperanza International Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8605,Bellevue,Development and Relief Services 
66,Mission: Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17380,Atlanta,Development and Relief Services 
93,Danita's Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10397,Franklin,Development and Relief Services 
92,OneSight,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10868,Mason,Development and Relief Services 
96,Life In Abundance International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11695,Louisville,Development and Relief Services 
97,Synergos,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7952,New York,Development and Relief Services 
100,Bnai Zion Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9358,New York,Development and Relief Services 
100,Kids Alive International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5190,Valparaiso,Development and Relief Services 
100,World Vision,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4768,Federal Way,Development and Relief Services 
93,United Methodist Committee on Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10278,Atlanta,Development and Relief Services 
78,Partners Relief and Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12481,Aurora,Development and Relief Services 
93,Freedom from Hunger,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3728,Davis,Development and Relief Services 
97,Catholic Relief Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5934,Baltimore,Development and Relief Services 
100,InterAction,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9207,Washington,Development and Relief Services 
100,HealthRight International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5908,New York,Development and Relief Services 
100,Middle East Children's Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4093,Berkeley,Development and Relief Services 
92,Children's Cancer Recovery Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6911,New Oxford,Development and Relief Services 
96,EMpower,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13221,New York,Development and Relief Services 
100,Living Water International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9700,Stafford,Development and Relief Services 
93,Africare,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3220,Washington,Development and Relief Services 
93,Restavek Freedom,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13406,Cincinnati,Development and Relief Services 
100,World Bicycle Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12930,Chicago,Development and Relief Services 
100,Feed My Starving Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9307,Coon Rapids,Development and Relief Services 
100,Baptist Medical & Dental Mission International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5622,Hattiesburg,Development and Relief Services 
90,SOS Children's Villages-USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8016,Washington,Development and Relief Services 
100,Project Concern International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4364,San Diego,Development and Relief Services 
100,Childspring International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13263,Atlanta,Development and Relief Services 
96,Love Without Boundaries Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12396,Edmond,Development and Relief Services 
92,Partners In Health,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4884,Boston,Development and Relief Services 
100,Water Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10709,North Charleston,Development and Relief Services 
96,Right To Play,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12896,New York,Development and Relief Services 
96,WaterAid America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12760,New York,Development and Relief Services 
97,nan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4288,Boston,Development and Relief Services 
100,Safe Passage,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10434,New Gloucester,Development and Relief Services 
100,Healing Waters International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10615,Golden,Development and Relief Services 
100,Thousand Currents,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6372,Oakland,Development and Relief Services 
89,One Heart World-Wide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16363,San Francisco,Development and Relief Services 
89,Nazarene Compassionate Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9528,Lenexa,Development and Relief Services 
100,Common Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7579,St. Paul,Development and Relief Services 
85,AID FOR AIDS International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11185,New York,Development and Relief Services 
89,Bikes Not Bombs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13227,Jamaica Plain,Development and Relief Services 
93,endPoverty.org,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5494,Reston,Development and Relief Services 
100,Palestine Children's Relief Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6421,Kent,Development and Relief Services 
100,Grassroot Soccer,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12156,Norwich,Development and Relief Services 
92,Agape International Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16103,Roseville,Development and Relief Services 
100,Meds & Food for Kids,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13238,St. Louis,Development and Relief Services 
100,Christian Freedom International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8320,Front Royal,Development and Relief Services 
100,Hope for Haiti's Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13128,Cincinnati,Development and Relief Services 
100,Worldwide Orphans Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11549,Maplewood,Development and Relief Services 
100,Children's HopeChest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8290,Palmer Lake,Development and Relief Services 
100,Acumen,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11774,New York,Development and Relief Services 
100,Miracle Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11895,Austin,Development and Relief Services 
100,Timmy Global Health,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11096,Indianapolis,Development and Relief Services 
100,Islamic Relief USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3908,Alexandria,Development and Relief Services 
73,Pilgrim Africa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14649,Seattle,Development and Relief Services 
97,Heifer International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3809,Little Rock,Development and Relief Services 
69,Health Talents International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10737,Searcy,Development and Relief Services 
66,United Ukrainian American Relief Committee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9983,Philadelphia,Development and Relief Services 
97,Lutheran World Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4031,Baltimore,Development and Relief Services 
93,SOZO International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12046,Lafayette,Development and Relief Services 
96,ORBIS International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4368,New York,Development and Relief Services 
96,MANNA Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13144,Fort Worth,Development and Relief Services 
96,Mano a Mano International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11978,St. Paul,Development and Relief Services 
100,The Zakat Foundation of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10986,Worth,Development and Relief Services 
100,Los Cabos Children's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15105,Eagan,Development and Relief Services 
100,Children's Shelter of Cebu,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5337,Cambridge,Development and Relief Services 
100,Haitian Health Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10956,Norwich,Development and Relief Services 
100,Touch Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13173,New York,Development and Relief Services 
100,Grameen Foundation USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7723,Washington,Development and Relief Services 
96,Shared Interest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9147,New York,Development and Relief Services 
97,One Acre Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13262,Highland Park,Development and Relief Services 
96,Nuru International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17025,Irvine,Development and Relief Services 
85,Children of Promise,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13513,Anderson,Development and Relief Services 
96,World Help,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4761,Forest,Development and Relief Services 
100,Kidsave,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9181,Culver City,Development and Relief Services 
100,Friends Without A Border,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12444,New York,Development and Relief Services 
100,mothers2mothers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17243,Los Angeles,Development and Relief Services 
52,Christian Salvation Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17211,Woodland Hills,Development and Relief Services 
100,Opportunity International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4270,Chicago,Development and Relief Services 
100,Trees for the Future,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11443,Silver Spring,Development and Relief Services 
100,Room to Read,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10217,San Francisco,Development and Relief Services 
100,Hesperian Health Guides,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8853,Berkeley,Development and Relief Services 
93,NESsT,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13207,San Francisco,Development and Relief Services 
75,Millennium Relief & Development Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8587,Bellaire,Development and Relief Services 
90,Life for Relief and Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3999,Southfield,Development and Relief Services 
85,Global Partners for Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6430,Rohnert Park,Development and Relief Services 
100,Healing Hands International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5616,Nashville,Development and Relief Services 
100,Food for the Hungry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3713,Phoenix,Development and Relief Services 
92,Curamericas Global,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10431,Raleigh,Development and Relief Services 
89,Loving Shepherd Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17281,Bluffton,Development and Relief Services 
100,Children International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3479,Kansas City,Development and Relief Services 
73,Trees for Life,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7059,Wichita,Development and Relief Services 
78,Empowering Lives International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12071,Upland,Development and Relief Services 
